landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27618,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-6096,Low,,,2021-05-03T01:13:06.673411128Z,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2009-5155,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-8985,Low,,,2021-05-03T01:13:06.673411128Z,The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10228,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10739,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12132,Low,,,2021-05-03T01:13:06.673411128Z,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-25013,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27618,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-6096,Low,,,2021-05-03T01:13:06.673411128Z,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2009-5155,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-8985,Low,,,2021-05-03T01:13:06.673411128Z,The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10228,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10739,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12132,Low,,,2021-05-03T01:13:06.673411128Z,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-25013,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27618,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-6096,Low,,,2021-05-03T01:13:06.673411128Z,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2009-5155,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-8985,Low,,,2021-05-03T01:13:06.673411128Z,The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10228,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10739,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12132,Low,,,2021-05-03T01:13:06.673411128Z,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-25013,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27618,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-6096,Low,,,2021-05-03T01:13:06.673411128Z,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-9082,Low,,,2021-05-03T01:13:06.673411128Z,Integer overflow in the write_png function in cairo 1.14.6 allows remote attackers to cause a denial of service (invalid pointer dereference) via a large svg file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-7475,Low,,,2021-05-03T01:13:06.673411128Z,Cairo version 1.15.4 is vulnerable to a NULL pointer dereference related to the FT_Load_Glyph and FT_Render_Glyph resulting in an application crash.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18064,Low,,,2021-05-03T01:13:06.673411128Z,cairo through 1.15.14 has an out-of-bounds stack-memory write during processing of a crafted document by WebKitGTK+ because of the interaction between cairo-rectangular-scan-converter.c (the generate and render_rows functions) and cairo-image-compositor.c (the _cairo_image_spans_and_zero function).
